session,project_code,session_message,session_note,event_date,event_date_(pst),event_site,life_stage,brood_year,migration_year,spawn_year,release_site,rkm_mask,rkm_ext,release_temp,release_date,release_date_(pst),tagger,organization,capture_method,mark_method,mark_temp,hold_temp,file_title,species,hatchery_site,run,stock,rearing_type,raceway/transect,close_date
NA,SA,NA,NA,8/11/1999 6:43,NA,HERDC,NA,98,0,NA,HERDC,522.303.552.014,2,NA,8/11/1999 11:30,NA,ACHORD S,NMFS,SHOCK,HAND,9,NA,SA99223.HC1,NA,,NA,,NA,,9/3/1999 10:24
NA,SA,NA,NA,8/17/2000 8:07,NA,HERDC,NA,99,1,NA,HERDC,522.303.552.014,2,NA,8/17/2000 10:50,NA,ACHORD S,NMFS,SHOCK,HAND,8,NA,SA00230.HC2,NA,,NA,,NA,,8/30/2000 8:48
NA,SA,NA,NA,8/17/2000 9:29,NA,HERDC,NA,99,1,NA,HERDC,522.303.552.014,2,NA,8/17/2000 10:50,NA,ACHORD S,NMFS,SHOCK,HAND,9,NA,SA00230.HC3,NA,,NA,,NA,,8/30/2000 8:51
NA,AAB,NA,NA,8/13/2001 7:50,NA,HERDC,NA,0,2,NA,HERDC,522.303.552.014,2,NA,8/13/2001 12:15,NA,MCINTYRE K,IDFG,SHOCK,HAND,8.5,14,AAB01225.HC1,NA,,NA,,NA,,8/13/2001 11:15
NA,SA,NA,NA,8/13/2001 7:42,NA,HERDC,NA,0,2,NA,HERDC,522.303.552.014,2,NA,8/14/2001 9:50,NA,MCINTYRE K,NMFS,SHOCK,HAND,8.5,12,SA01225.HC1,NA,,NA,,NA,,8/13/2001 11:16
NA,SA,NA,NA,8/12/2002 9:53,NA,HERDC,NA,1,3,NA,HERDC,522.303.552.014,2,NA,8/13/2002 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,13,14.5,SA02224.HC2,NA,,NA,,NA,,8/12/2002 11:07
NA,AAB,NA,NA,8/11/2003 7:15,NA,HERDC,NA,2,4,NA,HERDC,522.303.552.014,2,NA,8/11/2003 12:00,NA,ACHORD S,IDFG,SHOCK,HAND,10,17,AAB03223.HC1,NA,,NA,,NA,,8/11/2003 11:13
NA,SA,NA,NA,8/11/2003 7:53,NA,HERDC,NA,2,4,NA,HERDC,522.303.552.014,2,NA,8/11/2003 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,11,16.5,SA03223.HC2,NA,,NA,,NA,,8/11/2003 11:08
NA,AAB,NA,NA,8/9/2004 7:48,NA,HERDC,NA,3,5,NA,HERDC,522.303.552.014,2,NA,8/9/2004 11:45,NA,HODGE J,IDFG,SHOCK,HAND,9.5,17.5,AAB04222.HC1,NA,,NA,,NA,,8/9/2004 12:45
NA,SA,NA,NA,8/9/2004 8:30,NA,HERDC,NA,3,5,NA,HERDC,522.303.552.014,2,NA,8/9/2004 11:45,NA,HODGE J,NMFS,SHOCK,HAND,10,17.5,SA04222.HC2,NA,,NA,,NA,,8/9/2004 12:42
NA,AAB,NA,NA,8/10/2005 7:56,NA,HERDC,NA,4,6,NA,HERDC,522.303.552.014,2,NA,8/10/2005 10:45,NA,ACHORD S,IDFG,SHOCK,HAND,10,11,AAB05222.HC1,NA,,NA,,NA,,8/10/2005 14:29
NA,SA,NA,NA,8/10/2005 7:45,NA,HERDC,NA,4,6,NA,HERDC,522.303.552.014,2,NA,8/11/2005 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,10,11,SA05222.HC1,NA,,NA,,NA,,8/10/2005 8:38
NA,AAB,NA,NA,8/7/2006 9:01,NA,HERDC,NA,5,7,NA,HERDC,522.303.552.014,2,NA,8/7/2006 10:40,NA,ACHORD S,IDFG,SHOCK,HAND,10,13,AAB06219.HC1,NA,,NA,,NA,,8/7/2006 11:22
NA,SA,NA,NA,8/7/2006 8:45,NA,HERDC,NA,5,7,NA,HERDC,522.303.552.014,2,NA,8/7/2006 10:40,NA,ACHORD S,NMFS,SHOCK,HAND,10,13,SA06219.HC1,NA,,NA,,NA,,8/7/2006 11:17
NA,SA,NA,NA,8/6/2007 6:19,NA,HERDC,NA,6,8,NA,HERDC,522.303.552.014,2,NA,8/6/2007 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,12.5,SA07218.HC1,NA,,NA,,NA,,8/6/2007 11:32
NA,SA,NA,NA,8/11/2009 9:55,NA,HERDC,NA,8,10,NA,HERDC,522.303.552.014,2,NA,8/12/2009 5:15,NA,ACHORD S,NMFS,SHOCK,HAND,9,11,SA09223.HC1,NA,,NA,,NA,,8/11/2009 10:48
NA,SA,NA,NA,8/9/2010 7:08,NA,HERDC,NA,9,11,NA,HERDC,522.303.552.014,2,NA,8/9/2010 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,9,9.5,SA10221.HC2,NA,,NA,,NA,,8/9/2010 10:37
NA,SA,NA,NA,8/4/2012 6:20,NA,HERDC,NA,11,13,NA,HERDC,522.303.552.014,2,NA,8/4/2012 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,8.4,13,SA12217.HC2,NA,,NA,,NA,,8/4/2012 10:08
NA,SA,NA,NA,8/13/2002 6:44,NA,HERDC,NA,1,3,NA,HERDC,522.303.552.014,3,NA,8/13/2002 9:30,NA,ACHORD S,NMFS,SHOCK,HAND,8,12.5,SA02225.HC1,NA,,NA,,NA,,8/13/2002 9:24
NA,SA,NA,NA,8/10/2005 8:38,NA,HERDC,NA,4,6,NA,HERDC,522.303.552.014,3,NA,8/10/2005 10:45,NA,ACHORD S,NMFS,SHOCK,HAND,10,11,SA05222.HC2,NA,,NA,,NA,,8/10/2005 14:29
NA,SA,NA,NA,8/11/2009 10:49,NA,HERDC,NA,8,10,NA,HERDC,522.303.552.014,3,NA,8/11/2009 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,11.5,12,SA09223.HC2,NA,,NA,,NA,,8/11/2009 12:31
NA,SA,NA,NA,8/10/2010 5:54,NA,HERDC,NA,9,11,NA,HERDC,522.303.552.014,3,NA,8/10/2010 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,8.4,SA10222.HC1,NA,,NA,,NA,,8/10/2010 7:36
NA,SA,NA,NA,8/8/2011 7:24,NA,HERDC,NA,10,12,NA,HERDC,522.303.552.014,3,NA,8/8/2011 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,8,11.2,SA11220.HC2,NA,,NA,,NA,,8/9/2011 6:15
NA,SA,NA,NA,8/9/2011 6:20,NA,HERDC,NA,10,12,NA,HERDC,522.303.552.014,3,NA,8/9/2011 8:40,NA,ACHORD S,NMFS,SHOCK,HAND,9,10.2,SA11221.HC1,NA,,NA,,NA,,8/9/2011 8:31
NA,GAA,NA,NA,7/31/2013 5:39,NA,HERDC,NA,12,14,NA,HERDC,522.303.552.014,3,NA,8/1/2013 9:00,NA,AXEL G,NMFS,SHOCK,HAND,8.8,9.1,GAA13212.HC1,NA,,NA,,NA,,9/4/2013 9:29
NA,GAA,NA,NA,7/31/2013 7:32,NA,HERDC,NA,12,14,NA,HERDC,522.303.552.014,3,NA,7/31/2013 12:45,NA,AXEL G,NMFS,SHOCK,HAND,9.1,12.5,GAA13212.HC2,NA,,NA,,NA,,9/4/2013 9:30
NA,GAA,NA,NA,7/29/2014 5:12,NA,HERDC,NA,13,15,NA,HERDC,522.303.552.014,3,NA,7/30/2014 7:22,NA,AXEL G,NMFS,SHOCK,HAND,9,12,GAA14210.HC,NA,,NA,,NA,,9/10/2014 10:25
NA,GAA,NA,NA,7/29/2014 6:45,NA,HERDC,NA,13,15,NA,HERDC,522.303.552.014,3,NA,7/29/2014 9:55,NA,AXEL G,NMFS,SHOCK,HAND,9,12,GAA14210.HC2,NA,,NA,,NA,,9/17/2014 7:57
NA,GAA,NA,NA,7/17/2015 6:42,NA,HERDC,NA,,16,NA,HERDC,522.303.552.014,3,NA,7/17/2015 5:00,NA,ARIOUS V,NMFS,SHOCK,HAND,9,NA,GAA15198.HC1,NA,,NA,,NA,,7/17/2015 8:52
NA,GAA,NA,NA,7/17/2015 6:42,NA,HERDC,NA,,16,NA,HERDC,522.303.552.014,3,NA,7/17/2015 11:10,NA,ARIOUS V,NMFS,SHOCK,HAND,9,NA,GAA15198.HC2,NA,,NA,,NA,,7/17/2015 12:06
NA,GAA,NA,NA,7/18/2015 6:30,NA,HERDC,NA,,16,NA,HERDC,522.303.552.014,3,NA,7/18/2015 11:30,NA,ARIOU V,NMFS,SHOCK,HAND,8.5,NA,GAA15199.HC3,NA,,NA,,NA,,7/18/2015 12:40
NA,GAA,NA,NA,7/13/2016 6:44,NA,HERDC,NA,,17,NA,HERDC,522.303.552.014,3,NA,7/14/2016 6:30,NA,AXEL G,NMFS,SHOCK,HAND,6,NA,GAA16195.HC1,NA,,NA,,NA,,7/13/2016 12:22
NA,GAA,NA,NA,7/13/2016 6:44,NA,HERDC,NA,,17,NA,HERDC,522.303.552.014,3,NA,7/13/2016 12:20,NA,AXEL G,NMFS,SHOCK,HAND,6,NA,GAA16195.HC2,NA,,NA,,NA,,7/13/2016 12:22
NA,GAA,NA,NA,7/14/2016 6:16,NA,HERDC,NA,,17,NA,HERDC,522.303.552.014,3,NA,7/14/2016 12:30,NA,ARIOUS V,NMFS,SHOCK,HAND,6.5,NA,GAA16196.HC3,NA,,NA,,NA,,7/14/2016 11:48
GAA-2017-194-001,GAA,Herd Creek 24 hr hold,NA,7/13/2017 8:00,7/13/2017 7:00,HERDC,Juvenile,NA,2018,NA,HERDC,522.303.552.014,3,8.5,7/14/2017 5:00,7/14/2017 4:00,ARIOUS V,NMFS,SHOCK,HAND,7.6,NA,gaa-2017-194-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2017-194-002,GAA,Herd Creek day 1,NA,7/13/2017 8:00,7/13/2017 7:00,HERDC,Juvenile,NA,2018,NA,HERDC,522.303.552.014,3,11,7/13/2017 11:22,7/13/2017 10:22,ARIOUS V,NMFS,SHOCK,HAND,7.6,NA,gaa-2017-194-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2017-195-001,GAA,Day 2,NA,7/14/2017 8:00,7/14/2017 7:00,HERDC,Juvenile,NA,2018,NA,HERDC,522.303.552.014,3,11.5,7/14/2017 11:10,7/14/2017 10:10,ARIOUS V,NMFS,SHOCK,HAND,8.5,NA,gaa-2017-195-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-199-001,GAA,Herd Creek 24 hr hold,NA,7/18/2018 8:00,7/18/2018 7:00,HERDC,Juvenile,NA,2018,NA,HERDC,522.303.552.014,3,8,7/19/2018 6:15,7/19/2018 5:15,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2018-199-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-199-002,GAA,herd creek day 1,NA,7/18/2018 8:00,7/18/2018 7:00,HERDC,Juvenile,NA,2018,NA,HERDC,522.303.552.014,3,11,7/18/2018 10:45,7/18/2018 9:45,ARIOUS V,NMFS,SHOCK,HAND,8,NA,gaa-2018-199-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-200-001,GAA,herd creek day 2,NA,7/19/2018 8:00,7/19/2018 7:00,HERDC,Juvenile,NA,2018,NA,HERDC,522.303.552.014,3,10,7/19/2018 9:45,7/19/2018 8:45,ARIOUS V,NMFS,SHOCK,HAND,8,NA,gaa-2018-200-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-197-001,GAA,Herd Creek Day 1,Herd Creek file 1,7/16/2019 8:00,7/16/2019 7:00,HERDC,Juvenile,NA,2020,NA,HERDC,522.303.552.014,3,10,7/16/2019 10:48,7/16/2019 9:48,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2019-197-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/18/1998 9:29,NA,HERDC,NA,97,99,NA,HERDC,522.303.552.014,4,NA,8/18/1998 13:30,NA,ACHORD S,NMFS,SHOCK,HAND,8,12,SA98230.HC1,NA,NA,NA,NA,NA,NA,8/18/1998 13:02
NA,SA,NA,NA,8/12/2009 8:34,NA,HERDC,NA,8,10,NA,HERDC,522.303.552.014,4,NA,8/12/2009 9:00,NA,ACHORD S,NMFS,SHOCK,HAND,9.1,10.5,SA09224.HC1,NA,,NA,,NA,,8/12/2009 10:04
NA,SA,NA,NA,8/12/1992 9:29,NA,HERDC,NA,91,93,NA,HERDC,522.303.552.14,1,NA,8/13/1992 8:00,NA,ACHORD S,NMFS,SHOCK,HAND,12.5,13,SA92225.HC1,1,,1,,W,,8/12/1992 9:50
NA,SA,NA,NA,8/13/1992 8:29,NA,HERDC,NA,91,93,NA,HERDC,522.303.552.14,2,NA,8/13/1992 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,12.5,12.5,SA92226.HC1,1,,1,,W,,8/13/1992 8:37
NA,SA,NA,NA,8/13/1992 9:18,NA,HERDC,NA,91,93,NA,HERDC,522.303.552.14,3,NA,8/13/1992 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,13,13,SA92226.HC2,1,,1,,W,,8/13/1992 9:30
NA,SA,NA,NA,8/13/1992 11:09,NA,HERDC,NA,91,93,NA,HERDC,522.303.552.14,3,NA,8/13/1992 11:15,NA,ACHORD S,NMFS,SHOCK,HAND,14,14,SA92226.HC3,1,,1,,W,,8/13/1992 11:25
NA,SA,NA,NA,8/12/1993 10:14,NA,HERDC,NA,92,94,NA,HERDC,522.303.552.14,5,NA,8/12/1993 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,10,10,SA93224.HC1,1,,1,,W,,8/12/1993 10:56
NA,SA,NA,NA,8/30/1996 10:16,NA,LAKEC,NA,95,97,NA,LAKEC,522.303.215.059.045,1,NA,8/30/1996 14:00,NA,MCINTYRE K,NMFS,SHOCK,HAND,8.5,11,SA96243.LC1,NA,NA,NA,NA,NA,NA,8/30/1996 12:23
NA,SA,NA,NA,8/28/1998 9:02,NA,LAKEC,NA,97,99,NA,LAKEC,522.303.215.059.045,1,NA,8/28/1998 13:00,NA,ACHORD S,NMFS,SHOCK,HAND,6,9.5,SA98240.LC1,NA,NA,NA,NA,NA,NA,8/28/1998 12:24
NA,SA,NA,NA,8/30/1995 7:32,NA,LAKEC,NA,94,96,NA,LAKEC,522.303.215.059.045,2,NA,8/30/1995 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,7.5,8,SA95242.LC1,1,NA,2,NA,W,NA,8/30/1995 8:05
NA,SA,NA,NA,8/14/1997 7:26,NA,LAKEC,NA,96,98,NA,LAKEC,522.303.215.059.045,2,NA,8/14/1997 13:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,8,13,SA97226.LC1,NA,NA,NA,NA,NA,NA,8/14/1997 11:55
NA,SA,NA,NA,8/25/1999 6:20,NA,LAKEC,NA,98,0,NA,LAKEC,522.303.215.059.045,2,NA,8/25/1999 12:30,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,NA,SA99237.LC1,NA,,NA,,NA,,9/3/1999 12:20
NA,AAB,NA,NA,8/27/2001 10:53,NA,LAKEC,NA,0,2,NA,LAKEC,522.303.215.059.045,2,NA,8/27/2001 12:30,NA,MCINTYRE K,IDFG,SHOCK,HAND,11,12,AAB01239.LC1,NA,,NA,,NA,,8/27/2001 11:30
NA,SA,NA,NA,8/27/2001 7:55,NA,LAKEC,NA,0,2,NA,LAKEC,522.303.215.059.045,2,NA,8/28/2001 11:20,NA,MCINTYRE K,NMFS,SHOCK,HAND,9.5,13,SA01239.LC1,NA,,NA,,NA,,8/27/2001 8:47
NA,SA,NA,NA,8/27/2001 8:48,NA,LAKEC,NA,0,2,NA,LAKEC,522.303.215.059.045,2,NA,8/27/2001 12:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,9.5,13,SA01239.LC2,NA,,NA,,NA,,8/27/2001 11:11
NA,SA,NA,NA,8/28/2002 5:46,NA,LAKEC,NA,1,3,NA,LAKEC,522.303.215.059.045,2,NA,8/29/2002 6:00,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,8.5,SA02240.LC1,NA,,NA,,NA,,8/28/2002 6:48
NA,SA,NA,NA,8/28/2002 6:48,NA,LAKEC,NA,1,3,NA,LAKEC,522.303.215.059.045,2,NA,8/28/2002 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,12.5,SA02240.LC2,NA,,NA,,NA,,8/28/2002 11:48
NA,SA,NA,NA,8/30/2003 6:00,NA,LAKEC,NA,2,4,NA,LAKEC,522.303.215.059.045,2,NA,8/31/2003 6:20,NA,ACHORD S,NMFS,SHOCK,HAND,7.5,8,SA03242.LC1,NA,,NA,,NA,,8/30/2003 7:05
NA,SA,NA,NA,8/30/2003 7:06,NA,LAKEC,NA,2,4,NA,LAKEC,522.303.215.059.045,2,NA,8/30/2003 12:00,NA,ACHORD S,NMFS,SHOCK,HAND,7.5,12,SA03242.LC2,NA,,NA,,NA,,8/30/2003 11:44
NA,AAB,NA,NA,8/27/2004 8:29,NA,LAKEC,NA,3,5,NA,LAKEC,522.303.215.059.045,2,NA,8/27/2004 12:30,NA,HODGE J,IDFG,SHOCK,HAND,7,10,AAB04240.LC1,NA,,NA,,NA,,8/27/2004 13:19
NA,SA,NA,NA,8/27/2004 7:10,NA,LAKEC,NA,3,5,NA,LAKEC,522.303.215.059.045,2,NA,8/27/2004 12:30,NA,HODGE J,NMFS,SHOCK,HAND,7,10,SA04240.LC1,NA,,NA,,NA,,8/27/2004 13:18
NA,AAB,NA,NA,8/31/2005 7:46,NA,LAKEC,NA,4,6,NA,LAKEC,522.303.215.059.045,2,NA,8/31/2005 9:00,NA,ACHORD S,IDFG,SHOCK,HAND,5.5,6,AAB05243.LC1,NA,,NA,,NA,,8/31/2005 10:17
NA,SA,NA,NA,8/31/2005 7:26,NA,LAKEC,NA,4,6,NA,LAKEC,522.303.215.059.045,2,NA,9/1/2005 6:45,NA,ACHORD S,NMFS,SHOCK,HAND,5.5,5.5,SA05243.LC1,NA,,NA,,NA,,8/31/2005 8:24
NA,SA,NA,NA,8/31/2005 8:38,NA,LAKEC,NA,4,6,NA,LAKEC,522.303.215.059.045,2,NA,8/31/2005 9:00,NA,ACHORD S,NMFS,SHOCK,HAND,5,6,SA05243.LC2,NA,,NA,,NA,,8/31/2005 10:13
NA,SA,NA,NA,8/18/2006 7:29,NA,LAKEC,NA,5,7,NA,LAKEC,522.303.215.059.045,2,NA,8/18/2006 10:00,NA,ACHORD S,NMFS,SHOCK,HAND,7,8.5,SA06230.LC1,NA,,NA,,NA,,8/18/2006 10:59
NA,SA,NA,NA,8/12/2007 7:35,NA,LAKEC,NA,6,8,NA,LAKEC,522.303.215.059.045,2,NA,8/12/2007 10:15,NA,ACHORD S,NMFS,SHOCK,HAND,8.5,12.8,SA07224.LC1,NA,,NA,,NA,,8/12/2007 11:51
NA,SA,NA,NA,8/28/2008 7:10,NA,LAKEC,NA,7,9,NA,LAKEC,522.303.215.059.045,2,NA,8/29/2008 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,6,7,SA08241.LC1,NA,,NA,,NA,,8/28/2008 8:06
NA,SA,NA,NA,8/28/2008 8:14,NA,LAKEC,NA,7,9,NA,LAKEC,522.303.215.059.045,2,NA,8/28/2008 10:45,NA,ACHORD S,NMFS,SHOCK,HAND,5.6,9,SA08241.LC2,NA,,NA,,NA,,8/28/2008 11:48
NA,SA,NA,NA,8/22/2009 5:53,NA,LAKEC,NA,8,10,NA,LAKEC,522.303.215.059.045,2,NA,8/22/2009 8:15,NA,ACHORD S,NMFS,SHOCK,HAND,10,10,SA09234.LC1,NA,,NA,,NA,,8/22/2009 8:09
NA,SA,NA,NA,8/30/2010 6:23,NA,LAKEC,NA,9,11,NA,LAKEC,522.303.215.059.045,2,NA,8/30/2010 11:45,NA,ACHORD S,NMFS,SHOCK,HAND,4.4,7.7,SA10242.LC1,NA,,NA,,NA,,8/30/2010 11:31
NA,SA,NA,NA,8/28/2011 6:52,NA,LAKEC,NA,10,12,NA,LAKEC,522.303.215.059.045,2,NA,8/28/2011 12:10,NA,ACHORD S,NMFS,SHOCK,HAND,9,13.4,SA11240.LC1,NA,,NA,,NA,,8/28/2011 11:50
NA,SA,NA,NA,8/24/2012 6:54,NA,LAKEC,NA,11,13,NA,LAKEC,522.303.215.059.045,2,NA,8/24/2012 12:15,NA,ACHORD S,NMFS,SHOCK,HAND,7.3,11.5,SA12237.LC1,NA,,NA,,NA,,8/24/2012 12:05
NA,GAA,NA,NA,8/25/2013 6:34,NA,LAKEC,NA,12,14,NA,LAKEC,522.303.215.059.045,2,NA,8/25/2013 10:45,NA,AXEL G,NMFS,SHOCK,HAND,9.6,12,GAA13237.LC1,NA,,NA,,NA,,9/4/2013 10:12
NA,GAA,NA,NA,8/22/2014 5:45,NA,LAKEC,NA,13,15,NA,LAKEC,522.303.215.059.045,2,NA,8/22/2014 11:25,NA,AXEL G,NMFS,SHOCK,HAND,8.2,9,GAA14234.LC,NA,,NA,,NA,,9/22/2014 10:31
NA,GAA,NA,NA,8/21/2015 6:54,NA,LAKEC,NA,,16,NA,LAKEC,522.303.215.059.045,2,NA,8/21/2015 11:00,NA,ARIOUS V,NMFS,SHOCK,HAND,7,NA,GAA15233.LC1,NA,,NA,,NA,,8/21/2015 12:08
NA,GAA,NA,NA,8/17/2016 6:04,NA,LAKEC,NA,16,17,NA,LAKEC,522.303.215.059.045,2,NA,8/17/2016 11:15,NA,AXEL G,NMFS,SHOCK,HAND,9,11,GAA16230.LC1,NA,,NA,,NA,,8/31/2016 11:40
GAA-2025-224-001,GAA,NPT Collection ,Fish were collected day prior (8/11) and held for 24hrs prior to tagging.,8/12/2025 8:00,8/12/2025 7:00,LAKEC,Juvenile,NA,2026,NA,LAKEC,522.303.215.059.045,2,11,8/12/2025 13:30,8/12/2025 12:30,ARIOUS V,NMFS,SHOCK,HAND,8,NA,gaa-2025-224-001.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/29/1996 8:38,NA,LAKEC,NA,95,97,NA,LAKEC,522.303.215.059.045,3,NA,8/30/1996 13:30,NA,MCINTYRE K,NMFS,SHOCK,HAND,7.5,10.5,SA96242.LC1,NA,NA,NA,NA,NA,NA,8/29/1996 11:48
GAA-2017-225-001,GAA,Lake Creek,NA,8/13/2017 8:00,8/13/2017 7:00,LAKEC,Juvenile,NA,2018,NA,LAKEC,522.303.215.059.045,3,10,8/13/2017 9:09,8/13/2017 8:09,ARIOUS V,NMFS,SHOCK,HAND,9.1,NA,gaa-2017-225-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2018-229-001,GAA,Lake Creek day 1,NA,8/17/2018 8:00,8/17/2018 7:00,LAKEC,Juvenile,NA,2018,NA,LAKEC,522.303.215.059.045,3,13,8/17/2018 12:55,8/17/2018 11:55,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2018-229-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2019-227-001,GAA,File 1,NA,8/15/2019 8:00,8/15/2019 7:00,LAKEC,Juvenile,NA,2020,NA,LAKEC,522.303.215.059.045,3,14,8/15/2019 14:30,8/15/2019 13:30,ARIOUS V,NMFS,SHOCK,HAND,9.5,NA,gaa-2019-227-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2021-226-001,GAA,Lake Creek day 1,NA,8/14/2021 7:00,8/14/2021 6:00,LAKEC,Juvenile,NA,2022,NA,LAKEC,522.303.215.059.045,3,11,8/14/2021 11:00,8/14/2021 10:00,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2021-226-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2023-210-001,GAA,24HR Hold,NA,7/29/2023 8:00,7/29/2023 7:00,LAKEC,Juvenile,NA,2024,NA,LAKEC,522.303.215.059.045,3,11.5,7/30/2023 10:45,7/30/2023 9:45,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2023-210-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2023-211-001,GAA,Day 2,NA,7/30/2023 7:00,7/30/2023 6:00,LAKEC,Juvenile,NA,2024,NA,LAKEC,522.303.215.059.045,3,11.5,7/30/2023 10:45,7/30/2023 9:45,ARIOUS V,NMFS,SHOCK,HAND,9,NA,gaa-2023-211-001.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-224-002,GAA,Lake Creek ,NA,8/12/2025 8:00,8/12/2025 7:00,LAKEC,Juvenile,NA,2026,NA,LAKEC,522.303.215.059.045,4,11,8/12/2025 14:00,8/12/2025 13:00,ARIOUS V,NMFS,SHOCK,HAND,8,NA,gaa-2025-224-002.csv,NA,NA,NA,NA,NA,NA,NA
GAA-2025-224-003,GAA,Lake Creek Sculpin,NA,8/12/2025 12:00,8/12/2025 11:00,LAKEC,Adult,NA,2026,NA,LAKEC,522.303.215.059.045,4,12,8/12/2025 14:00,8/12/2025 13:00,ARIOUS V,NMFS,SHOCK,NONE,8,NA,gaa-2025-224-003.csv,NA,NA,NA,NA,NA,NA,NA
NA,SA,NA,NA,8/6/2009 8:08,NA,LOONC,NA,8,10,NA,LOONC,522.303.319.073,29,NA,8/7/2009 5:15,NA,ACHORD S,NMFS,SHOCK,HAND,10.5,11,SA09218.LN1,NA,,NA,,NA,,8/6/2009 9:45
NA,SA,NA,NA,8/12/2010 6:37,NA,LOONC,NA,9,11,NA,LOONC,522.303.319.073,29,NA,8/13/2010 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,7.4,7.7,SA10224.LN1,NA,,NA,,NA,,8/14/2010 14:45
NA,SA,NA,NA,8/11/2011 6:35,NA,LOONC,NA,10,12,NA,LOONC,522.303.319.073,29,NA,8/12/2011 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,7.2,7.5,SA11223.LN1,NA,,NA,,NA,,8/11/2011 7:36
NA,SA,NA,NA,7/30/2012 5:10,NA,LOONC,NA,11,13,NA,LOONC,522.303.319.073,29,NA,7/30/2012 10:50,NA,ACHORD S,NMFS,SHOCK,HAND,10,9.5,SA12212.LN1,NA,,NA,,NA,,7/31/2012 5:05
NA,GAA,NA,NA,7/22/2016 10:13,NA,LOONC,NA,16,17,NA,LOONC,522.303.319.073,29,NA,7/22/2016 11:00,NA,ARIOUS V,NMFS,SHOCK,HAND,10.5,NA,GAA16204.LN2,NA,,NA,,NA,,7/22/2016 13:09
NA,SA,NA,NA,8/12/2008 9:04,NA,LOONC,NA,7,9,NA,LOONC,522.303.319.073,30,NA,8/13/2008 5:00,NA,ACHORD S,NMFS,SHOCK,HAND,7.8,9.5,SA08225.LN1,NA,,NA,,NA,,8/12/2008 10:27
NA,SA,NA,NA,8/6/2009 9:40,NA,LOONC,NA,8,10,NA,LOONC,522.303.319.073,30,NA,8/6/2009 9:30,NA,ACHORD S,NMFS,SHOCK,HAND,11,12,SA09218.LN2,NA,,NA,,NA,,8/6/2009 10:48
NA,SA,NA,NA,8/12/2010 7:42,NA,LOONC,NA,9,11,NA,LOONC,522.303.319.073,30,NA,8/12/2010 11:00,NA,ACHORD S,NMFS,SHOCK,HAND,7.7,11,SA10224.LN2,NA,,NA,,NA,,8/14/2010 14:45
NA,SA,NA,NA,8/11/2011 7:36,NA,LOONC,NA,10,12,NA,LOONC,522.303.319.073,30,NA,8/11/2011 11:45,NA,ACHORD S,NMFS,SHOCK,HAND,7.5,12.5,SA11223.LN2,NA,,NA,,NA,,8/11/2011 11:18
NA,SA,NA,NA,7/30/2012 7:22,NA,LOONC,NA,11,13,NA,LOONC,522.303.319.073,30,NA,7/30/2012 10:30,NA,ACHORD S,NMFS,SHOCK,HAND,9.5,12.6,SA12212.LN2,NA,,NA,,NA,,7/30/2012 10:28
